machine_id,date,operating_hours_cumulative,daily_runtime_hours,temperature_C,vibration_mm_s,pressure_psi,rpm,current_A,failure_within_7_days,temperature_C_roll_mean_7d,temperature_C_roll_std_7d,vibration_mm_s_roll_mean_7d,vibration_mm_s_roll_std_7d,pressure_psi_roll_mean_7d,pressure_psi_roll_std_7d,rpm_roll_mean_7d,rpm_roll_std_7d,current_A_roll_mean_7d,current_A_roll_std_7d,temperature_C_diff_1d,vibration_mm_s_diff_1d,pressure_psi_diff_1d,rpm_diff_1d,days_since_last_failure,month,day_of_week
1,2023-01-01,7.6,7.56,64.0,3.006,101.55,1505.0,10.46,0,64.0,0.0,3.006,0.0,101.55,0.0,1505.0,0.0,10.46,0.0,0.0,0.0,0.0,0.0,0.0,1,6
1,2023-01-02,14.1,6.58,64.55,3.161,101.29,1504.8,11.25,0,64.275,0.3889087296525941,3.0835,0.10960155108391505,101.42,0.18384776310849593,1504.9,0.14142135623742205,10.855,0.558614357137372,0.5499999999999972,0.15500000000000025,-0.2599999999999909,-0.20000000000004547,1.0,1,0
1,2023-01-03,28.8,14.66,61.42,2.652,102.84,1516.8,10.93,0,63.32333333333333,1.6711173906501418,2.939666666666666,0.26090291936529436,101.89333333333333,0.8300803173990678,1508.8666666666668,6.871195917257186,10.88,0.39736632972611,-3.1299999999999955,-0.5089999999999999,1.5499999999999972,12.0,2.0,1,1
1,2023-01-04,40.8,12.01,65.26,2.652,100.58,1522.7,11.08,0,63.807500000000005,1.673148230133841,2.86775,0.2570374486334627,101.565,0.9436983981477709,1512.325,8.905943708183433,10.93,0.33950945004029914,3.8400000000000034,0.0,-2.260000000000005,5.900000000000091,3.0,1,2
1,2023-01-05,53.9,13.08,61.88,2.573,101.62,1514.5,10.42,0,63.422000000000004,1.6860071174227007,2.8088,0.25870195206066765,101.576,0.8176368387004109,1512.76,7.7738664768568695,10.828,0.3721155734445949,-3.3800000000000026,-0.07900000000000018,1.0400000000000063,-8.200000000000045,4.0,1,3
1,2023-01-06,60.1,6.21,64.74,2.955,103.88,1511.1,10.66,0,63.64166666666667,1.6011298094366575,2.8331666666666666,0.23896394428169834,101.96,1.1914528945787168,1512.4833333333333,6.986105257342317,10.799999999999999,0.33982348359111336,2.8599999999999923,0.3820000000000001,2.259999999999991,-3.400000000000091,5.0,1,4
1,2023-01-07,75.8,15.7,64.43,3.28,102.88,1506.3,11.01,0,63.75428571428571,1.49168648563583,2.897,0.2758792006174681,102.09142857142857,1.141876066997183,1511.6000000000001,6.792152334373305,10.83,0.3202082655606085,-0.30999999999998806,0.32499999999999973,-1.0,-4.7999999999999545,6.0,1,5
1,2023-01-08,90.1,14.32,61.41,3.053,103.13,1512.5,10.81,0,63.38428571428572,1.7237445396854025,2.903714285714286,0.27952204104251127,102.31714285714285,1.1727562162943954,1512.6714285714286,6.13751151681586,10.879999999999999,0.277248384425711,-3.0200000000000102,-0.22699999999999987,0.25,6.2000000000000455,7.0,1,6
1,2023-01-09,98.2,8.12,61.46,3.007,101.66,1503.3,10.78,0,62.942857142857136,1.770486884877663,2.8817142857142852,0.261368012762155,102.36999999999999,1.126158662593038,1512.457142857143,6.475043665967821,10.812857142857142,0.22462667441143885,0.05000000000000426,-0.04599999999999982,-1.4699999999999989,-9.200000000000045,8.0,1,0
1,2023-01-10,106.1,7.82,65.18,3.251,100.78,1494.4,11.11,0,63.480000000000004,1.8015641352262042,2.9672857142857145,0.2714852447099804,102.0757142857143,1.245683977350826,1509.2571428571428,9.009968024888972,10.838571428571429,0.2492273775376322,3.720000000000006,0.24399999999999977,-0.8799999999999955,-8.899999999999864,9.0,1,1
1,2023-01-11,113.9,7.83,64.96,2.845,103.03,1523.0,10.31,0,63.43714285714286,1.7551326092892463,2.9948571428571427,0.24236778428071398,102.42571428571429,1.0898296066030557,1509.3,9.084969271641196,10.728571428571428,0.29128614633658506,-0.22000000000001307,-0.4059999999999997,2.25,28.59999999999991,10.0,1,2
1,2023-01-12,122.9,9.04,62.86,3.016,103.25,1501.8,10.57,0,63.57714285714285,1.6459112398679994,3.0581428571428573,0.15647196614881528,102.65857142857143,1.0627860959357176,1507.4857142857145,9.141376368182137,10.75,0.2695057204092944,-2.0999999999999943,0.17099999999999982,0.21999999999999886,-21.200000000000045,11.0,1,3
1,2023-01-13,134.2,11.25,62.86,3.037,103.2,1507.3,10.1,0,63.308571428571426,1.5764562428796713,3.069857142857143,0.15041545639929874,102.56142857142858,0.9584958454340262,1506.9428571428573,9.002750902336492,10.67,0.36637867477970504,0.0,0.020999999999999908,-0.04999999999999716,5.5,12.0,1,4
1,2023-01-14,144.5,10.32,64.26,2.872,102.53,1515.1,10.3,0,63.284285714285716,1.5574964648740748,3.0115714285714286,0.13351386587524236,102.51142857142858,0.9481812163545654,1508.2,9.498771850437496,10.56857142857143,0.3546561043898045,1.4000000000000057,-0.16500000000000004,-0.6700000000000017,7.7999999999999545,13.0,1,5
1,2023-01-15,153.4,8.91,63.73,2.886,101.35,1521.3,10.95,0,63.61571428571428,1.321083610057254,2.9877142857142855,0.13965638102823866,102.25714285714285,0.9922989180973424,1509.457142857143,10.672528151420114,10.588571428571427,0.37396205562545837,-0.5300000000000082,0.014000000000000234,-1.1800000000000068,6.2000000000000455,14.0,1,6
1,2023-01-16,165.5,12.12,64.8,2.869,104.76,1511.9,10.35,0,64.09285714285714,0.9689636093220851,2.9680000000000004,0.14607304109017905,102.70000000000002,1.3192674735119743,1510.685714285714,10.335283994070677,10.527142857142858,0.3725906728889077,1.0700000000000003,-0.016999999999999904,3.410000000000011,-9.399999999999864,15.0,1,0
1,2023-01-17,172.9,7.39,64.22,2.964,102.8,1500.3,10.84,0,63.95571428571429,0.85009523276037,2.927,0.07765736711134676,102.98857142857142,1.0151753308571587,1511.5285714285715,8.930978723095244,10.48857142857143,0.3110963715329255,-0.5799999999999983,0.09499999999999975,-1.960000000000008,-11.600000000000136,16.0,1,1
1,2023-01-18,181.9,8.92,65.33,3.033,102.15,1507.5,11.12,0,64.00857142857143,0.9306347040493149,2.9538571428571427,0.07707880939105559,102.86285714285714,1.062571006030719,1509.314285714286,7.403699204097812,10.604285714285714,0.37722041049661903,1.1099999999999994,0.06899999999999995,-0.6499999999999915,7.2000000000000455,17.0,1,2
1,2023-01-19,191.5,9.66,64.72,2.969,102.15,1504.4,10.57,0,64.27428571428571,0.8051057310038482,2.947142857142857,0.07268523135508806,102.7057142857143,1.0770152760113938,1509.6857142857145,7.019123537742591,10.604285714285714,0.37722041049661903,-0.6099999999999994,-0.06400000000000006,0.0,-3.099999999999909,18.0,1,3
1,2023-01-20,202.1,10.56,64.47,3.057,102.47,1509.6,10.78,0,64.50428571428571,0.5094067511284508,2.9499999999999997,0.07706707035649635,102.60142857142856,1.056321109187107,1510.0142857142857,6.9422447309756405,10.70142857142857,0.3066718426064231,-0.25,0.08800000000000008,0.3199999999999932,5.199999999999818,19.0,1,4
1,2023-01-21,215.9,13.85,63.39,2.655,103.39,1519.7,10.85,0,64.38,0.6621681558838891,2.919,0.13530828996529792,102.7242857142857,1.0958992828244907,1510.6714285714284,7.682168592637921,10.78,0.2523225449036744,-1.0799999999999983,-0.40200000000000014,0.9200000000000017,10.100000000000136,20.0,1,5
1,2023-01-22,223.9,8.0,63.32,2.918,102.51,1489.6,10.26,0,64.32142857142857,0.742505411235695,2.9235714285714285,0.13454597373247132,102.89,0.928349790398708,1506.142857142857,9.500676667630096,10.681428571428572,0.3042711823044567,-0.07000000000000028,0.26300000000000034,-0.8799999999999955,-30.100000000000136,21.0,1,6
1,2023-01-23,235.1,11.14,63.69,2.797,103.18,1506.6,10.44,0,64.16285714285713,0.7417931941297012,2.913285714285714,0.14196092688449374,102.66428571428571,0.4833169126931398,1505.3857142857144,9.170864839520565,10.694285714285714,0.28947407154223287,0.36999999999999744,-0.121,0.6700000000000017,17.0,22.0,1,0
1,2023-01-24,247.0,11.92,65.59,2.996,102.47,1506.0,10.32,0,64.35857142857142,0.9189564474886496,2.917857142857143,0.14436115425259896,102.61714285714287,0.4839667442333197,1506.2,8.892881047969047,10.620000000000001,0.31171568242016,1.9000000000000057,0.19899999999999984,-0.710000000000008,-0.599999999999909,23.0,1,1
1,2023-01-25,253.5,6.46,63.34,2.994,102.21,1499.8,10.46,0,64.07428571428571,0.8751163187991489,2.912285714285715,0.13985911278344096,102.62571428571428,0.4747580837597503,1505.1,9.176963913335335,10.525714285714287,0.22225039503955307,-2.25,-0.0019999999999997797,-0.2600000000000051,-6.2000000000000455,24.0,1,2
1,2023-01-26,265.5,12.08,64.01,2.933,102.96,1514.5,10.84,0,63.972857142857144,0.8276616515967202,2.9071428571428575,0.13807658330485542,102.74142857142859,0.4366703016933319,1506.542857142857,9.820023276085015,10.564285714285715,0.25257719234966064,0.6700000000000017,-0.06100000000000039,0.75,14.700000000000045,25.0,1,3
1,2023-01-27,273.2,7.71,61.5,3.027,102.92,1498.5,10.45,0,63.54857142857143,1.2053965954742645,2.902857142857143,0.13302309144333804,102.80571428571429,0.4229600904284368,1504.9571428571428,10.13522851951792,10.517142857142858,0.23584700448343382,-2.510000000000005,0.0940000000000003,-0.03999999999999204,-16.0,26.0,1,4
1,2023-01-28,279.9,6.65,64.42,3.1,102.15,1499.5,10.61,0,63.69571428571429,1.2450282077508272,2.9664285714285716,0.09601537575280443,102.62857142857145,0.39629234038473876,1502.0714285714287,7.857844124548578,10.482857142857142,0.1929347286618166,2.9200000000000017,0.07299999999999995,-0.769999999999996,1.0,27.0,1,5
1,2023-01-29,295.4,15.49,66.0,2.942,101.57,1516.7,10.31,0,64.07857142857144,1.4968347556474941,2.969857142857143,0.09441297328126771,102.49428571428572,0.5660641054055371,1505.9428571428573,7.348663629725478,10.49,0.18402898322456146,1.5799999999999983,-0.15799999999999992,-0.5800000000000125,17.200000000000045,28.0,1,6
1,2023-01-30,311.0,15.66,62.81,2.793,102.66,1521.9,10.99,0,63.95285714285715,1.5700712753005246,2.9692857142857143,0.0956377092394588,102.41999999999999,0.49010203019371334,1508.1285714285714,9.528678517281927,10.56857142857143,0.2606036947441173,-3.1899999999999977,-0.14900000000000002,1.0900000000000034,5.2000000000000455,29.0,1,0
1,2023-01-31,325.1,14.08,66.92,2.714,102.4,1509.3,10.46,0,64.14285714285715,1.8557003555326,2.929,0.13414917070187132,102.41,0.4896257073860939,1508.6,9.487360012142283,10.588571428571429,0.24313429563573533,4.109999999999999,-0.07900000000000018,-0.2599999999999909,-12.600000000000136,30.0,1,1
1,2023-02-01,334.2,9.05,63.93,2.956,101.77,1500.1,11.08,0,64.22714285714287,1.826323394926855,2.9235714285714285,0.13182925464763953,102.34714285714287,0.5447236083775047,1508.642857142857,9.441549509633143,10.677142857142858,0.295731538489121,-2.990000000000002,0.242,-0.6300000000000097,-9.200000000000045,31.0,2,2
1,2023-02-02,341.1,6.98,61.17,2.987,101.48,1504.2,10.64,0,63.82142857142857,2.1663904585848828,2.931285714285714,0.13403446607211858,102.13571428571429,0.5543421669828473,1507.1714285714286,9.175458986832352,10.648571428571428,0.2869046631100395,-2.759999999999998,0.03100000000000014,-0.28999999999999204,4.100000000000136,32.0,2,3
1,2023-02-03,354.0,12.84,63.36,2.805,102.73,1517.9,10.2,0,64.08714285714287,1.9360243996888264,2.899571428571428,0.13387663119810028,102.10857142857142,0.5126216464225387,1509.9428571428573,9.04873050817197,10.612857142857141,0.32831459941719865,2.1899999999999977,-0.18199999999999994,1.25,13.700000000000045,33.0,2,4
1,2023-02-04,364.4,10.4,65.08,3.06,102.87,1510.8,10.57,0,64.18142857142857,1.9706972418531528,2.893857142857143,0.12441520348069453,102.21142857142857,0.5888811020749063,1511.5571428571427,7.796549908529466,10.607142857142858,0.3287204630946213,1.7199999999999989,0.2549999999999999,0.14000000000000057,-7.100000000000136,34.0,2,5
1,2023-02-05,371.6,7.22,65.74,2.882,101.96,1509.1,10.31,0,64.14428571428572,1.9327946704436139,2.8852857142857147,0.12259923094608374,102.26714285714286,0.5339698582540151,1510.4714285714285,7.483919268608293,10.607142857142858,0.3287204630946213,0.6599999999999966,-0.17799999999999994,-0.9100000000000108,-1.7000000000000455,35.0,2,6
1,2023-02-06,382.6,10.95,64.46,2.702,101.74,1512.4,10.8,0,64.38,1.84140345027011,2.8722857142857143,0.13788729006657754,102.13571428571429,0.5343799254855197,1509.1142857142856,5.719390576925632,10.58,0.2982728057779757,-1.2800000000000011,-0.18000000000000016,-0.21999999999999886,3.300000000000182,36.0,2,0
1,2023-02-07,388.9,6.34,65.31,3.139,101.49,1509.6,10.55,0,64.14999999999999,1.548526181029348,2.933,0.1496417945183313,102.00571428571428,0.5689422098027568,1509.1571428571428,5.7221374627716095,10.592857142857143,0.29414929801685563,0.8500000000000085,0.43699999999999983,-0.25,-2.800000000000182,37.0,2,1
1,2023-02-08,404.0,15.09,62.57,3.122,102.7,1522.2,10.67,0,63.955714285714286,1.661895074333889,2.9567142857142854,0.16613820981912805,102.13857142857144,0.6117033205574077,1512.314285714286,5.982872379113782,10.534285714285716,0.20967094400966485,-2.740000000000002,-0.016999999999999904,1.210000000000008,12.600000000000136,38.0,2,2
1,2023-02-09,412.6,8.59,63.07,2.648,101.52,1503.9,10.51,0,64.22714285714287,1.2301722682306802,2.9082857142857144,0.20148673594533342,102.14428571428572,0.6046722843231531,1512.2714285714285,6.051367417290743,10.515714285714285,0.2044388370521541,0.5,-0.47399999999999975,-1.1800000000000068,-18.299999999999955,39.0,2,3
1,2023-02-10,425.2,12.63,62.07,2.866,104.56,1503.0,10.46,0,64.04285714285714,1.4573687966756443,2.9169999999999994,0.1975558992622926,102.40571428571427,1.0960513543755979,1510.142857142857,6.354488477408771,10.552857142857144,0.15521106980649085,-1.0,0.21799999999999997,3.0400000000000063,-0.900000000000091,40.0,2,4
1,2023-02-11,434.3,9.12,63.14,2.86,101.91,1498.8,10.33,0,63.76571428571429,1.4109908710176855,2.888428571428572,0.1876413752728471,102.26857142857143,1.088307992120933,1508.4285714285713,7.636909122961658,10.51857142857143,0.1759193538176458,1.0700000000000003,-0.006000000000000227,-2.6500000000000057,-4.2000000000000455,41.0,2,5
1,2023-02-12,445.5,11.2,64.51,3.197,99.89,1505.5,10.87,0,63.589999999999996,1.1821872384130532,2.9334285714285717,0.220701802698314,101.97285714285714,1.4175532239944848,1507.9142857142856,7.705069450568783,10.598571428571429,0.19187049203638643,1.3700000000000045,0.3370000000000002,-2.019999999999996,6.7000000000000455,42.0,2,6
1,2023-02-13,457.0,11.47,63.96,2.936,102.29,1501.1,10.57,0,63.51857142857143,1.1350246483583382,2.966857142857143,0.19616356149178854,102.05142857142857,1.4177379702825783,1506.3,7.791876111266341,10.565714285714284,0.17008401285414967,-0.5500000000000043,-0.2610000000000001,2.4000000000000057,-4.400000000000091,43.0,2,0
1,2023-02-14,464.8,7.85,64.61,2.726,102.25,1511.6,10.53,0,63.41857142857144,0.9696808507859528,2.907857142857143,0.19786058102565396,102.16,1.3965194830959835,1506.5857142857144,7.96773254475527,10.562857142857142,0.1705593040278815,0.6499999999999986,-0.20999999999999996,-0.04000000000000625,10.5,44.0,2,1
1,2023-02-15,480.5,15.7,62.81,3.083,103.43,1510.0,10.56,0,63.452857142857134,0.9384155846552346,2.9022857142857146,0.19126483758191926,102.26428571428572,1.4689435789352983,1504.8428571428572,4.6097205782465585,10.547142857142857,0.16398315825253287,-1.7999999999999972,0.3570000000000002,1.1800000000000068,-1.599999999999909,45.0,2,2
1,2023-02-16,494.3,13.75,62.87,2.766,102.61,1501.2,10.42,0,63.42428571428571,0.9549146060051242,2.9191428571428575,0.16902507562629887,102.41999999999999,1.4342593907658399,1504.457142857143,4.810355892188111,10.534285714285716,0.17076857076729238,0.05999999999999517,-0.31700000000000017,-0.8200000000000074,-8.799999999999955,46.0,2,3
1,2023-02-17,509.7,15.39,63.95,2.912,101.49,1514.6,10.53,0,63.69285714285714,0.7537177695865284,2.9257142857142857,0.1675019545017449,101.98142857142857,1.101626503122071,1506.1142857142856,6.060370882881982,10.544285714285715,0.167715745917223,1.0800000000000054,0.1459999999999999,-1.1200000000000045,13.399999999999864,47.0,2,4
1,2023-02-18,524.6,14.95,63.14,2.835,102.03,1522.0,10.69,0,63.69285714285714,0.7537177695865284,2.9221428571428567,0.16939247186285872,101.99857142857142,1.1012633437924657,1509.4285714285713,7.553523302784637,10.595714285714285,0.1446671055512303,-0.8100000000000023,-0.07699999999999996,0.5400000000000063,7.400000000000091,48.0,2,5
1,2023-02-19,536.6,11.98,65.05,2.867,102.65,1512.7,10.31,0,63.769999999999996,0.8699616849800601,2.875,0.11839200423451991,102.39285714285714,0.6009357782024736,1510.457142857143,7.418413384468128,10.515714285714285,0.12053452380364062,1.9099999999999966,0.03200000000000003,0.6200000000000045,-9.299999999999955,49.0,2,6
1,2023-02-20,551.8,15.22,63.12,3.091,100.16,1489.5,10.36,0,63.64999999999999,0.8969020756656476,2.8971428571428572,0.14352865982261556,102.08857142857143,1.0403273294405786,1508.8,10.508885129577797,10.485714285714284,0.1304935685333583,-1.9299999999999997,0.2240000000000002,-2.490000000000009,-23.200000000000045,50.0,2,0
1,2023-02-21,558.7,6.88,63.25,3.179,103.66,1525.8,11.04,0,63.45571428571428,0.7959032006229915,2.9618571428571427,0.1551562960065624,102.28999999999999,1.2009024384464686,1510.8285714285714,12.348915510509984,10.558571428571428,0.24842360136324526,0.13000000000000256,0.08799999999999963,3.5,36.299999999999955,51.0,2,1
1,2023-02-22,566.7,7.96,64.16,2.76,101.49,1515.8,10.52,0,63.64857142857143,0.7766901692744881,2.915714285714285,0.16104214177839066,102.01285714285714,1.1147303752584385,1511.6571428571428,12.47796152460512,10.552857142857144,0.2488449507701701,0.9099999999999966,-0.41900000000000004,-2.1700000000000017,-10.0,52.0,2,2
1,2023-02-23,573.1,6.45,63.36,3.045,103.74,1525.5,10.46,0,63.71857142857143,0.714409513081233,2.9555714285714285,0.15208972915448804,102.17428571428572,1.2845084292296087,1515.1285714285716,12.464043523367215,10.558571428571428,0.24572535966186157,-0.7999999999999972,0.28500000000000014,2.25,9.700000000000045,53.0,2,3
1,2023-02-24,582.4,9.25,62.51,2.841,102.71,1518.6,10.22,0,63.512857142857136,0.8339807009300787,2.9454285714285717,0.1577422551113647,102.34857142857143,1.2586954698076493,1515.7,12.52730351405864,10.514285714285714,0.27760026073817606,-0.8500000000000014,-0.20399999999999974,-1.0300000000000011,-6.900000000000091,54.0,2,4
1,2023-02-25,592.3,9.89,62.65,2.845,102.95,1520.2,10.88,0,63.442857142857136,0.8892265231783334,2.946857142857143,0.15661676003483574,102.48,1.2678853786259032,1515.4428571428573,12.394199872367818,10.541428571428572,0.30552842592403384,0.14000000000000057,0.0040000000000000036,0.2400000000000091,1.6000000000001364,55.0,2,5
1,2023-02-26,601.0,8.71,64.28,3.024,103.47,1511.5,10.31,0,63.332857142857144,0.6803850450471639,2.9692857142857143,0.15450211895603422,102.59714285714286,1.322897253325882,1515.2714285714285,12.44664804752907,10.54142857142857,0.30552842592403384,1.6300000000000026,0.17899999999999983,0.519999999999996,-8.700000000000045,56.0,2,6
1,2023-02-27,615.3,14.29,62.39,2.797,102.89,1507.8,10.62,0,63.228571428571435,0.7686661297648294,2.927285714285715,0.1558553969611079,102.98714285714286,0.7726300167979325,1517.8857142857141,6.749426783422402,10.578571428571427,0.29543349908389066,-1.8900000000000006,-0.22699999999999987,-0.5799999999999983,-3.7000000000000455,57.0,2,0
1,2023-02-28,624.8,9.57,65.14,3.021,102.99,1512.9,10.11,0,63.49857142857143,1.0557687336948545,2.9047142857142854,0.12083144497703345,102.89142857142858,0.7147127295034795,1516.0428571428572,5.9410597098669,10.445714285714287,0.260375187172735,2.75,0.22399999999999975,0.09999999999999432,5.100000000000136,58.0,2,1
1,2023-03-01,633.6,8.81,63.06,3.06,102.16,1504.2,10.87,0,63.34142857142857,1.0222430984755895,2.947571428571429,0.11395592297442102,102.98714285714286,0.5118174897921824,1514.3857142857141,7.447019218325162,10.495714285714286,0.30653206155621565,-2.0799999999999983,0.039000000000000146,-0.8299999999999983,-8.700000000000045,59.0,3,2
1,2023-03-02,645.1,11.43,64.36,2.886,102.69,1513.3,10.98,0,63.48428571428571,1.092716144032195,2.924857142857143,0.1069289929056161,102.83714285714287,0.3949140955412546,1512.642857142857,5.614521987031663,10.570000000000002,0.35552777669262237,1.2999999999999972,-0.17399999999999993,0.5300000000000011,9.099999999999909,60.0,3,3
1,2023-03-03,652.5,7.41,63.11,3.15,101.73,1488.9,10.77,0,63.57,1.0249878048055083,2.969,0.1282055641018224,102.69714285714288,0.5785243955016,1508.4,9.927738916792471,10.64857142857143,0.32472699156001567,-1.25,0.2639999999999998,-0.9599999999999937,-24.399999999999864,61.0,3,4
1,2023-03-04,666.5,14.02,62.83,2.76,101.98,1510.2,10.16,0,63.59571428571429,1.0000142856122534,2.956857142857143,0.1448521413619512,102.55857142857143,0.622372572538047,1506.9714285714285,8.573936141141589,10.545714285714284,0.35208224147477807,-0.28000000000000114,-0.3900000000000001,0.25,21.299999999999955,62.0,3,5
1,2023-03-05,673.2,6.75,63.99,3.153,104.28,1520.6,10.88,0,63.55428571428571,0.9725714565497252,2.975285714285714,0.16200793631353774,102.67428571428572,0.852737887490591,1508.2714285714285,9.953845870769879,10.627142857142857,0.3543874661870473,1.1600000000000037,0.39300000000000024,2.299999999999997,10.399999999999864,63.0,3,6
1,2023-03-06,689.1,15.87,64.8,2.659,101.51,1510.6,10.38,0,63.89857142857142,0.9166865798702903,2.9555714285714285,0.1927907822337094,102.47714285714287,0.948678278548888,1508.6714285714286,9.987945114939475,10.592857142857143,0.36659306620621673,0.8099999999999952,-0.4940000000000002,-2.769999999999996,-10.0,64.0,3,0
1,2023-03-07,702.8,13.72,63.5,3.356,102.47,1523.7,10.27,0,63.66428571428571,0.7388472359664416,3.0034285714285716,0.24598093228463658,102.40285714285713,0.9218046482437671,1510.2142857142858,11.47365512401174,10.615714285714287,0.33510481658018204,-1.2999999999999972,0.6970000000000001,0.9599999999999937,13.100000000000136,65.0,3,1
1,2023-03-08,710.8,7.99,63.68,2.89,102.43,1507.8,10.51,0,63.75285714285714,0.6898723139275983,2.979142857142857,0.24784970484242272,102.44142857142857,0.9155768413306213,1510.7285714285715,11.237395054862478,10.564285714285715,0.3166942343890043,0.17999999999999972,-0.46599999999999975,-0.03999999999999204,-15.900000000000091,66.0,3,2
1,2023-03-09,716.9,6.06,64.55,2.776,102.01,1517.9,10.5,0,63.779999999999994,0.7207866073487639,2.9634285714285715,0.2580179949427666,102.3442857142857,0.9208665691050164,1511.3857142857141,11.543169491294993,10.495714285714286,0.25825421215391176,0.8699999999999974,-0.11400000000000032,-0.4200000000000017,10.100000000000136,67.0,3,3
1,2023-03-10,731.0,14.15,64.59,2.916,102.83,1502.8,10.47,0,63.991428571428564,0.708459092477671,2.93,0.24462828945156723,102.50142857142859,0.891972132812618,1513.3714285714286,7.527441859781278,10.452857142857143,0.2283063939617315,0.04000000000000625,0.14000000000000012,0.8199999999999932,-15.100000000000136,68.0,3,4
1,2023-03-11,744.1,13.07,63.71,2.794,102.91,1517.6,11.01,0,64.11714285714285,0.5213992163948223,2.934857142857143,0.24100098794502053,102.63428571428572,0.8703611729785372,1514.4285714285713,7.527441859781423,10.574285714285713,0.26900168170831945,-0.8800000000000026,-0.12199999999999989,0.0799999999999983,14.799999999999955,69.0,3,5
1,2023-03-12,757.4,13.29,63.3,3.009,101.39,1511.7,11.23,0,64.01857142857143,0.6075477641422802,2.914285714285714,0.2248842030065795,102.22142857142856,0.6044123474204512,1513.1571428571428,7.047660875037157,10.624285714285715,0.3543001149147013,-0.4100000000000037,0.21499999999999986,-1.519999999999996,-5.899999999999864,70.0,3,6
1,2023-03-13,771.1,13.71,63.83,3.156,102.42,1508.1,10.21,0,63.88,0.5008659168546726,2.9852857142857148,0.20872846338861248,102.35142857142857,0.5175077639169259,1512.8,7.2590173807023195,10.6,0.37881393849751516,0.5300000000000011,0.14700000000000024,1.0300000000000011,-3.6000000000001364,71.0,3,0
1,2023-03-14,777.8,6.74,63.55,2.802,101.24,1489.3,10.42,0,63.887142857142855,0.49486409870840453,2.906142857142857,0.1376740456917808,102.17571428571428,0.6597943402520119,1507.8857142857141,9.836569281923907,10.62142857142857,0.36085216601024406,-0.28000000000000114,-0.3540000000000001,-1.1800000000000068,-18.799999999999955,72.0,3,1
1,2023-03-15,787.4,9.58,64.06,3.038,103.11,1507.8,10.67,0,63.941428571428574,0.4891635231504445,2.927285714285714,0.14590032474914003,102.27285714285713,0.7476789481614576,1507.8857142857144,9.836569281923907,10.644285714285715,0.35767103800639277,0.5100000000000051,0.23599999999999977,1.8700000000000045,18.5,73.0,3,2
1,2023-03-16,794.6,7.16,62.55,2.721,102.5,1511.6,10.51,0,63.65571428571428,0.6363923617511871,2.9194285714285715,0.15650117906143315,102.34285714285714,0.7418830609944463,1506.9857142857143,9.022089294508577,10.645714285714288,0.35701807343873193,-1.5100000000000051,-0.3169999999999997,-0.6099999999999994,3.7999999999999545,74.0,3,3
1,2023-03-17,809.2,14.63,64.02,3.106,102.4,1516.5,10.74,0,63.574285714285715,0.523350014899451,2.946571428571428,0.1715593747004775,102.28142857142858,0.7120259492328689,1508.9428571428568,9.439077840350016,10.684285714285716,0.34937358910184335,1.4699999999999989,0.3849999999999998,-0.09999999999999432,4.900000000000091,75.0,3,4
1,2023-03-18,821.5,12.23,63.03,3.013,102.98,1522.4,10.9,0,63.47714285714285,0.5560489872218966,2.9778571428571428,0.15857640489832045,102.29142857142857,0.722736202945193,1509.6285714285716,10.30723278184045,10.668571428571429,0.3344362705323961,-0.9899999999999949,-0.09299999999999997,0.5799999999999983,5.900000000000091,76.0,3,5
